condition,scenarioNum,repair_score,trust_score,rightorwrong,Q11_1,Q11_2,Q11_3,response_quality,return_likelihood,moral_trust_score,performance_trust_score,reliable_score,competent_score,ethical_score,moral_score,transparent_score,benevolent_score,age,gender,frequency
nonsyco,others,1.0,5.6,7.0,1.0,1.0,1.0,7.0,7.0,5.333333333333333,6.0,6.0,6.0,4.5,6.0,6.0,5.5,25.0,Female,Once every few months
syco,relationship,4.0,4.6,6.0,5.0,4.0,3.0,6.0,5.0,4.666666666666667,4.5,4.5,4.5,4.5,4.0,6.0,4.5,25.0,Male,Daily
nonsyco,relationship,5.333333333333333,4.0,3.0,6.0,6.0,4.0,6.0,6.0,3.0,5.5,6.0,5.0,2.0,6.0,2.0,3.0,45.0,Male,Daily
syco,relationship,4.333333333333333,7.0,4.0,4.0,6.0,3.0,6.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,45.0,Male,A few times a week
nonsyco,relationship,4.666666666666667,4.1,5.0,4.0,4.0,6.0,5.0,4.0,4.0,4.25,3.5,5.0,4.0,4.0,4.0,4.0,25.0,Female,A few times a month
syco,others,1.0,4.0,7.0,1.0,1.0,1.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,34.0,Female,Daily
syco,relationship,1.0,2.9,4.0,1.0,1.0,1.0,4.0,1.0,3.0,2.75,4.0,1.5,3.5,4.0,0.0,3.5,45.0,Male,Never
nonsyco,exclusion,5.333333333333333,5.375,5.0,5.0,5.0,6.0,5.0,5.0,5.2,5.666666666666667,5.5,6.0,5.0,5.0,5.0,5.5,34.0,Male,A few times a month
syco,uncomfortable,3.6666666666666665,2.4,5.0,1.0,5.0,5.0,5.0,1.0,2.1666666666666665,2.75,3.0,2.5,1.0,3.0,1.0,3.5,25.0,Female,Daily
nonsyco,uncomfortable,6.666666666666667,5.0,2.0,6.0,7.0,7.0,6.0,4.0,4.666666666666667,5.5,5.5,5.5,5.0,5.0,6.0,3.5,25.0,Male,Daily
syco,relationship,5.0,5.0,3.0,7.0,5.0,3.0,7.0,7.0,5.0,5.0,4.5,5.5,4.5,6.0,5.0,5.0,34.0,Female,Never
nonsyco,uncomfortable,6.666666666666667,6.7,3.0,7.0,7.0,6.0,5.0,5.0,7.0,6.25,7.0,5.5,7.0,7.0,7.0,7.0,25.0,Female,Daily
syco,uncomfortable,3.6666666666666665,6.7,7.0,3.0,4.0,4.0,7.0,6.0,6.666666666666667,6.75,6.5,7.0,6.5,6.0,7.0,7.0,18.0,Female,A few times a week
nonsyco,relationship,3.6666666666666665,5.2,7.0,3.0,3.0,5.0,6.0,5.0,5.166666666666667,5.25,5.0,5.5,5.5,5.0,5.0,5.0,45.0,Male,Daily
syco,others,4.666666666666667,7.0,6.0,1.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,25.0,Male,Daily
nonsyco,uncomfortable,4.333333333333333,5.111111111111111,4.0,5.0,6.0,2.0,4.0,3.0,5.0,5.333333333333333,5.5,5.0,4.5,4.0,5.0,6.0,34.0,Female,A few times a month
nonsyco,uncomfortable,5.666666666666667,4.6,5.0,6.0,6.0,5.0,5.0,5.0,4.5,4.75,5.0,4.5,4.0,4.0,5.0,5.0,18.0,Female,A few times a month
syco,relationship,2.333333333333333,4.1,7.0,1.0,1.0,5.0,3.0,3.0,4.666666666666667,3.25,4.0,2.5,4.0,5.0,5.0,5.0,45.0,Male,A few times a week
nonsyco,uncomfortable,2.0,5.2,7.0,1.0,3.0,2.0,6.0,5.0,5.5,4.75,5.5,4.0,5.0,6.0,5.0,6.0,34.0,Female,A few times a month
syco,others,6.0,4.6,4.0,6.0,5.0,7.0,4.0,4.0,4.5,4.75,5.5,4.0,4.0,4.0,4.0,5.5,45.0,Female,Once every few months
syco,uncomfortable,1.0,5.9,7.0,1.0,1.0,1.0,7.0,7.0,5.833333333333333,6.0,6.0,6.0,5.0,6.0,6.0,6.5,45.0,Female,A few times a week
nonsyco,others,3.6666666666666665,5.3,5.0,5.0,4.0,2.0,5.0,5.0,5.5,5.0,6.0,4.0,5.5,5.0,4.0,6.5,34.0,Male,A few times a week
nonsyco,exclusion,7.0,6.1,5.0,7.0,7.0,7.0,7.0,7.0,6.666666666666667,5.25,7.0,3.5,7.0,7.0,5.0,7.0,34.0,Male,A few times a week
syco,relationship,1.0,4.4,7.0,1.0,1.0,1.0,6.0,5.0,3.0,6.5,6.5,6.5,2.0,4.0,4.0,3.0,45.0,Male,A few times a week
syco,uncomfortable,4.666666666666667,5.7,5.0,6.0,6.0,2.0,6.0,5.0,5.833333333333333,5.5,5.5,5.5,6.0,5.0,5.0,6.5,25.0,Female,Never
nonsyco,uncomfortable,2.6666666666666665,0.7,6.0,3.0,4.0,1.0,2.0,1.0,0.0,1.75,3.5,0.0,0.0,0.0,0.0,0.0,34.0,Prefer to self-describe,A few times a week
syco,others,5.0,6.3,4.0,5.0,6.0,4.0,6.0,7.0,5.833333333333333,7.0,7.0,7.0,5.0,6.0,6.0,6.5,34.0,Female,A few times a month
syco,uncomfortable,1.0,4.0,6.0,1.0,1.0,1.0,4.0,2.0,3.8333333333333335,4.25,4.5,4.0,3.5,4.0,3.0,4.5,34.0,Female,A few times a month
nonsyco,uncomfortable,5.0,6.0,3.0,6.0,5.0,4.0,5.0,6.0,6.0,6.0,6.0,6.0,,,,6.0,45.0,Male,Once every few months
nonsyco,relationship,1.0,4.3,6.0,1.0,1.0,1.0,5.0,3.0,4.166666666666667,4.5,3.5,5.5,3.0,7.0,0.0,6.0,55.0,Male,Daily
syco,relationship,4.666666666666667,5.9,5.0,5.0,5.0,4.0,6.0,6.0,6.0,5.75,6.0,5.5,6.0,6.0,6.0,6.0,34.0,Male,A few times a week
syco,exclusion,5.333333333333333,6.2,5.0,5.0,6.0,5.0,4.0,2.0,7.0,5.0,5.5,4.5,7.0,7.0,7.0,7.0,34.0,Male,Daily
syco,exclusion,6.0,7.0,6.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,65.0,Female,A few times a week
nonsyco,exclusion,7.0,6.7,3.0,7.0,7.0,7.0,7.0,5.0,6.833333333333333,6.5,7.0,6.0,6.5,7.0,7.0,7.0,34.0,Female,Once every few months
nonsyco,others,5.333333333333333,5.9,4.0,5.0,6.0,5.0,6.0,6.0,6.0,5.75,6.0,5.5,6.0,6.0,6.0,6.0,25.0,Male,Never
nonsyco,relationship,1.0,0.7,7.0,1.0,1.0,1.0,2.0,2.0,0.0,1.75,3.5,0.0,0.0,0.0,0.0,0.0,34.0,Female,Daily
nonsyco,relationship,5.333333333333333,4.6,2.0,6.0,5.0,5.0,5.0,3.0,4.666666666666667,4.5,4.0,5.0,5.0,3.0,5.0,5.0,25.0,Male,A few times a week
syco,uncomfortable,4.0,5.1,5.0,4.0,5.0,3.0,5.0,4.0,5.166666666666667,5.0,5.0,5.0,5.0,6.0,5.0,5.0,65.0,Female,A few times a month
syco,others,6.666666666666667,0.0,2.0,7.0,7.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,Female,A few times a month
syco,uncomfortable,4.333333333333333,4.6,7.0,5.0,4.0,4.0,6.0,5.0,4.5,4.75,6.0,3.5,4.0,5.0,5.0,4.5,45.0,Male,A few times a month
syco,uncomfortable,3.0,5.2,7.0,4.0,4.0,1.0,5.0,5.0,5.0,5.5,6.0,5.0,4.0,6.0,5.0,5.5,34.0,Female,A few times a week
nonsyco,relationship,2.0,6.1,4.0,2.0,2.0,2.0,6.0,7.0,6.0,6.25,6.5,6.0,6.0,6.0,6.0,6.0,45.0,Female,Once every few months
nonsyco,exclusion,4.666666666666667,5.5,6.0,6.0,6.0,2.0,5.0,4.0,5.5,5.5,5.5,5.5,5.5,4.0,5.0,6.5,25.0,Male,Daily
syco,relationship,6.333333333333333,6.7,4.0,6.0,6.0,7.0,7.0,6.0,6.666666666666667,6.75,7.0,6.5,6.5,7.0,7.0,6.5,45.0,Female,A few times a week
syco,exclusion,7.0,5.333333333333333,2.0,7.0,7.0,7.0,4.0,3.0,5.333333333333333,5.333333333333333,6.0,5.0,4.0,,,6.0,18.0,Female,A few times a month
nonsyco,relationship,6.0,6.555555555555555,3.0,7.0,6.0,5.0,7.0,6.0,6.666666666666667,6.333333333333333,6.0,7.0,6.0,7.0,7.0,7.0,25.0,Female,A few times a month
syco,relationship,6.0,4.75,1.0,7.0,4.0,7.0,5.0,2.0,5.2,4.0,4.0,4.0,4.0,,4.0,7.0,55.0,Female,Once every few months
syco,others,7.0,4.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,,,65.0,Male,A few times a week
nonsyco,others,4.0,7.0,7.0,3.0,3.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,45.0,Female,Daily
nonsyco,uncomfortable,6.333333333333333,4.9,5.0,6.0,7.0,6.0,6.0,7.0,4.333333333333333,5.75,5.5,6.0,4.0,5.0,3.0,5.0,34.0,Male,A few times a month
syco,others,5.333333333333333,5.7,4.0,6.0,5.0,5.0,5.0,6.0,5.833333333333333,5.5,5.5,5.5,5.5,6.0,6.0,6.0,34.0,Male,A few times a month
nonsyco,uncomfortable,6.666666666666667,6.2,2.0,6.0,7.0,7.0,7.0,7.0,6.333333333333333,6.0,6.5,5.5,5.5,7.0,6.0,7.0,55.0,Male,Daily
nonsyco,relationship,3.0,4.2,4.0,1.0,4.0,4.0,4.0,1.0,3.8333333333333335,4.75,5.5,4.0,4.0,4.0,4.0,3.5,25.0,Female,A few times a month
nonsyco,others,7.0,6.6,1.0,7.0,7.0,7.0,6.0,7.0,6.666666666666667,6.5,6.5,6.5,7.0,7.0,6.0,6.5,25.0,Female,A few times a month
nonsyco,others,1.0,7.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,25.0,Non-binary / third gender,Daily
syco,uncomfortable,7.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,18.0,Female,A few times a week
syco,exclusion,3.0,4.6,5.0,2.0,3.0,4.0,5.0,2.0,5.166666666666667,3.75,3.5,4.0,5.0,5.0,6.0,5.0,25.0,Prefer not to say,Daily
nonsyco,relationship,4.333333333333333,6.3,4.0,5.0,6.0,2.0,7.0,7.0,6.166666666666667,6.5,7.0,6.0,6.0,6.0,6.0,6.5,45.0,Male,A few times a week
nonsyco,relationship,4.666666666666667,1.0,4.0,7.0,4.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55.0,Female,Daily
syco,others,1.0,7.0,7.0,1.0,1.0,1.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,25.0,Female,A few times a week
syco,relationship,1.0,6.0,6.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,18.0,Female,A few times a week
nonsyco,others,6.333333333333333,7.0,3.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,34.0,Male,Daily
nonsyco,others,7.0,4.8,2.0,7.0,7.0,7.0,6.0,6.0,4.333333333333333,5.5,6.0,5.0,4.0,6.0,4.0,4.0,45.0,Male,A few times a month
syco,exclusion,7.0,7.0,3.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,18.0,Male,Daily
syco,others,6.333333333333333,6.6,5.0,7.0,7.0,5.0,7.0,7.0,6.5,6.75,6.5,7.0,6.5,5.0,7.0,7.0,45.0,Female,Once every few months
syco,others,6.333333333333333,4.8,3.0,6.0,6.0,7.0,5.0,4.0,4.5,5.25,5.5,5.0,4.0,5.0,5.0,4.5,34.0,Male,Daily
syco,others,6.0,4.0,3.0,6.0,6.0,6.0,7.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,25.0,Female,A few times a month
syco,exclusion,1.6666666666666667,6.7,7.0,3.0,1.0,1.0,6.0,5.0,6.666666666666667,6.75,7.0,6.5,6.5,7.0,6.0,7.0,45.0,Female,Never
syco,uncomfortable,5.0,6.9,7.0,7.0,7.0,1.0,7.0,6.0,7.0,6.75,7.0,6.5,7.0,7.0,7.0,7.0,34.0,Male,A few times a month
nonsyco,relationship,7.0,5.888888888888889,1.0,7.0,7.0,7.0,5.0,6.0,6.2,5.5,5.5,5.5,6.5,6.0,6.0,6.0,45.0,Male,Daily
nonsyco,exclusion,3.6666666666666665,,6.0,3.0,5.0,3.0,7.0,7.0,,,,,,,,,25.0,Male,A few times a week
syco,relationship,2.333333333333333,6.7,7.0,1.0,5.0,1.0,7.0,5.0,6.833333333333333,6.5,6.5,6.5,6.5,7.0,7.0,7.0,18.0,Male,Once every few months
syco,exclusion,2.333333333333333,4.6,6.0,3.0,1.0,3.0,6.0,7.0,4.0,5.5,6.0,5.0,4.0,6.0,4.0,3.0,65.0,Female,A few times a month
syco,relationship,2.333333333333333,6.857142857142857,7.0,1.0,1.0,5.0,6.0,7.0,7.0,6.75,7.0,6.5,,7.0,7.0,7.0,34.0,Female,A few times a week
nonsyco,uncomfortable,2.333333333333333,5.5,7.0,1.0,5.0,1.0,4.0,3.0,5.833333333333333,5.0,5.5,4.5,5.5,6.0,6.0,6.0,45.0,Female,A few times a week
nonsyco,others,6.666666666666667,6.8,3.0,7.0,7.0,6.0,7.0,7.0,6.833333333333333,6.75,7.0,6.5,6.5,7.0,7.0,7.0,55.0,Female,Daily
syco,exclusion,5.333333333333333,6.0,6.0,6.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,34.0,Female,A few times a week
syco,uncomfortable,5.0,4.1,6.0,5.0,5.0,5.0,4.0,3.0,4.5,3.5,3.5,3.5,4.0,5.0,5.0,4.5,55.0,Male,A few times a month
nonsyco,others,4.666666666666667,0.0,4.0,5.0,5.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,Female,Never
nonsyco,exclusion,2.6666666666666665,0.7,7.0,1.0,6.0,1.0,2.0,1.0,0.3333333333333333,1.25,1.5,1.0,0.5,0.0,0.0,0.5,34.0,Female,Once every few months
syco,exclusion,5.333333333333333,6.3,5.0,6.0,5.0,5.0,6.0,6.0,6.333333333333333,6.25,6.5,6.0,6.0,7.0,6.0,6.5,25.0,Female,A few times a week
nonsyco,exclusion,1.0,3.8,7.0,1.0,1.0,1.0,4.0,2.0,3.5,4.25,4.0,4.5,3.0,5.0,3.0,3.5,45.0,Female,A few times a week
syco,exclusion,6.666666666666667,6.444444444444445,4.0,6.0,7.0,7.0,5.0,6.0,6.6,6.25,6.5,6.0,7.0,7.0,6.0,6.0,65.0,Male,A few times a month
nonsyco,relationship,1.0,3.3,7.0,1.0,1.0,1.0,2.0,1.0,3.5,3.0,1.5,4.5,3.5,4.0,4.0,3.0,45.0,Male,
syco,uncomfortable,6.666666666666667,6.9,6.0,7.0,7.0,6.0,7.0,7.0,7.0,6.75,7.0,6.5,7.0,7.0,7.0,7.0,25.0,Female,Daily
syco,exclusion,1.3333333333333333,7.0,7.0,1.0,1.0,2.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,25.0,Female,A few times a week
syco,uncomfortable,4.666666666666667,6.555555555555555,4.0,1.0,6.0,7.0,7.0,7.0,6.666666666666667,6.333333333333333,6.5,6.0,6.5,6.0,7.0,7.0,34.0,Male,Daily
syco,exclusion,2.0,5.3,5.0,2.0,2.0,2.0,6.0,6.0,5.5,5.0,5.0,5.0,4.5,6.0,6.0,6.0,55.0,Male,Daily
syco,others,1.3333333333333333,6.9,7.0,1.0,1.0,2.0,7.0,7.0,7.0,6.75,7.0,6.5,7.0,7.0,7.0,7.0,25.0,Female,A few times a week
nonsyco,others,7.0,6.7,3.0,7.0,7.0,7.0,7.0,7.0,6.5,7.0,7.0,7.0,6.5,6.0,6.0,7.0,25.0,Male,Daily
syco,others,1.0,6.4,7.0,1.0,1.0,1.0,6.0,4.0,6.0,7.0,7.0,7.0,4.0,7.0,7.0,7.0,45.0,Female,Never
syco,others,5.0,6.8,4.0,7.0,7.0,1.0,7.0,5.0,6.833333333333333,6.75,7.0,6.5,6.5,7.0,7.0,7.0,18.0,Female,Daily
nonsyco,exclusion,6.666666666666667,7.0,3.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,,7.0,7.0,,,,45.0,Female,A few times a week
syco,relationship,1.3333333333333333,5.8,4.0,1.0,1.0,2.0,7.0,6.0,6.333333333333333,5.0,6.0,4.0,,,5.0,7.0,45.0,Female,Daily
syco,others,5.666666666666667,5.833333333333333,5.0,6.0,6.0,5.0,5.0,5.0,6.0,5.75,6.0,5.5,,5.0,,7.0,25.0,Female,Daily
nonsyco,uncomfortable,6.666666666666667,5.8,4.0,7.0,7.0,6.0,6.0,6.0,5.833333333333333,5.75,6.0,5.5,5.5,6.0,6.0,6.0,25.0,Female,Once every few months
syco,others,5.333333333333333,5.6,3.0,6.0,5.0,5.0,6.0,6.0,5.333333333333333,6.0,6.5,5.5,5.5,5.0,6.0,5.0,34.0,Female,Daily
nonsyco,relationship,7.0,7.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,25.0,Female,Daily
nonsyco,exclusion,2.333333333333333,1.9,6.0,2.0,4.0,1.0,2.0,1.0,2.5,1.0,1.0,1.0,2.5,4.0,1.0,2.5,25.0,Female,A few times a week
nonsyco,uncomfortable,2.6666666666666665,3.555555555555556,5.0,3.0,3.0,2.0,5.0,4.0,3.1666666666666665,4.333333333333333,5.0,4.0,3.5,4.0,2.0,3.0,55.0,Female,A few times a month
nonsyco,others,5.333333333333333,7.0,2.0,7.0,4.0,5.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,,7.0,7.0,34.0,Female,A few times a week
nonsyco,others,2.6666666666666665,5.8,7.0,1.0,4.0,3.0,6.0,6.0,6.166666666666667,5.25,6.0,4.5,5.5,7.0,6.0,6.5,34.0,Male,A few times a week
nonsyco,uncomfortable,4.0,3.1,4.0,4.0,4.0,4.0,4.0,2.0,2.6666666666666665,3.75,4.0,3.5,3.0,2.0,1.0,3.5,45.0,Female,A few times a month
syco,uncomfortable,2.333333333333333,2.333333333333333,4.0,1.0,1.0,5.0,5.0,1.0,1.0,5.0,5.0,5.0,0.0,0.0,0.0,3.0,34.0,Female,A few times a month
nonsyco,uncomfortable,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,65.0,Male,A few times a week
nonsyco,exclusion,6.0,6.6,3.0,6.0,6.0,6.0,7.0,7.0,6.833333333333333,6.25,6.5,6.0,6.5,7.0,7.0,7.0,34.0,Female,Daily
nonsyco,uncomfortable,6.333333333333333,6.8,4.0,6.0,7.0,6.0,7.0,7.0,6.833333333333333,6.75,6.5,7.0,6.5,7.0,7.0,7.0,18.0,Female,Daily
syco,exclusion,6.333333333333333,6.9,2.0,6.0,6.0,7.0,6.0,6.0,7.0,6.75,7.0,6.5,7.0,7.0,7.0,7.0,18.0,Male,A few times a week
nonsyco,relationship,7.0,5.857142857142857,3.0,7.0,7.0,7.0,7.0,7.0,4.666666666666667,6.75,6.5,7.0,,6.0,4.0,4.0,55.0,Male,Daily
nonsyco,exclusion,7.0,5.9,2.0,7.0,7.0,7.0,6.0,7.0,6.333333333333333,5.25,7.0,3.5,5.5,7.0,7.0,6.5,25.0,Female,Daily
syco,exclusion,5.0,7.0,7.0,1.0,7.0,7.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,25.0,Male,Daily
nonsyco,exclusion,2.0,7.0,5.0,1.0,4.0,1.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,55.0,Female,A few times a week
nonsyco,relationship,4.0,4.8,5.0,1.0,4.0,7.0,5.0,3.0,4.833333333333333,4.75,6.0,3.5,4.5,7.0,4.0,4.5,34.0,Male,A few times a week
syco,others,7.0,6.777777777777778,4.0,7.0,7.0,7.0,7.0,7.0,7.0,6.333333333333333,6.0,7.0,7.0,7.0,7.0,7.0,18.0,Female,Daily
syco,uncomfortable,1.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,34.0,Female,A few times a month
nonsyco,uncomfortable,5.333333333333333,2.3,4.0,5.0,6.0,5.0,3.0,3.0,2.0,2.75,3.0,2.5,3.0,3.0,0.0,1.5,34.0,Female,A few times a week
syco,uncomfortable,6.666666666666667,7.0,5.0,7.0,7.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,45.0,Male,A few times a week
nonsyco,others,5.0,6.7,5.0,5.0,5.0,5.0,6.0,6.0,6.666666666666667,6.75,7.0,6.5,6.5,7.0,7.0,6.5,34.0,Female,A few times a month
nonsyco,relationship,5.333333333333333,7.0,4.0,5.0,7.0,4.0,7.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,25.0,Male,Daily
nonsyco,uncomfortable,3.333333333333333,4.166666666666667,5.0,4.0,5.0,1.0,5.0,2.0,3.5,4.5,4.5,4.5,,4.0,,3.0,25.0,Female,Once every few months
syco,exclusion,6.0,4.8,3.0,6.0,6.0,6.0,6.0,5.0,5.0,4.5,5.0,4.0,5.0,4.0,6.0,5.0,18.0,Female,A few times a week
syco,uncomfortable,6.0,6.428571428571429,6.0,5.0,6.0,7.0,6.0,6.0,6.75,6.0,5.0,6.5,6.5,7.0,7.0,,34.0,Male,Daily
nonsyco,others,6.333333333333333,6.9,4.0,6.0,6.0,7.0,7.0,7.0,7.0,6.75,7.0,6.5,7.0,7.0,7.0,7.0,25.0,Male,A few times a week
nonsyco,relationship,1.0,2.7777777777777777,6.0,1.0,1.0,1.0,4.0,1.0,3.0,2.333333333333333,3.5,0.0,3.0,3.0,3.0,3.0,25.0,Female,Never
syco,exclusion,7.0,6.7,1.0,7.0,7.0,7.0,7.0,7.0,7.0,6.25,7.0,5.5,7.0,7.0,7.0,7.0,34.0,Female,Daily
syco,relationship,6.333333333333333,6.9,6.0,5.0,7.0,7.0,7.0,7.0,6.833333333333333,7.0,7.0,7.0,7.0,6.0,7.0,7.0,25.0,Male,Daily
syco,exclusion,1.0,4.4,7.0,1.0,1.0,1.0,5.0,3.0,3.0,6.5,7.0,6.0,2.5,4.0,1.0,4.0,45.0,Female,A few times a week
syco,uncomfortable,3.0,5.7,7.0,1.0,7.0,1.0,6.0,6.0,6.166666666666667,5.0,5.0,5.0,5.5,7.0,6.0,6.5,25.0,Female,Daily
syco,others,4.666666666666667,4.4,6.0,5.0,5.0,4.0,7.0,7.0,3.0,6.5,6.5,6.5,3.0,3.0,3.0,3.0,34.0,Male,A few times a week
nonsyco,others,6.666666666666667,5.0,2.0,6.0,7.0,7.0,7.0,1.0,5.0,5.0,6.0,4.0,5.0,5.0,5.0,5.0,18.0,Female,Once every few months
nonsyco,uncomfortable,5.333333333333333,5.8,3.0,6.0,4.0,6.0,5.0,2.0,6.0,5.75,6.0,5.5,,6.0,,,34.0,Male,A few times a week
nonsyco,exclusion,2.0,3.6,6.0,2.0,2.0,2.0,2.0,1.0,3.5,3.75,5.0,2.5,4.0,4.0,4.0,2.5,45.0,Male,A few times a month
nonsyco,exclusion,4.0,6.0,4.0,4.0,2.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,45.0,Female,A few times a week
syco,others,1.0,7.0,7.0,1.0,1.0,1.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,25.0,Male,Daily
syco,exclusion,5.666666666666667,5.0,5.0,6.0,6.0,5.0,6.0,5.0,4.5,5.75,6.0,5.5,4.0,5.0,4.0,5.0,34.0,Female,Once every few months
